"","kw.ep","kw.eBH","glm.ep","glm.eBH"
"Cellulomonas",0.307088805860552,0.716008707534439,0.33381515632399,0.692514657212857
"Gardnerella",0.297655825080481,0.71482961434122,0.334718318485742,0.694598057043878
"Hyphomonas",0.469460756089242,0.78225772202119,0.379137257680344,0.696076214880638
"Beutenbergia",0.176470194661801,0.642196408359008,0.338563179597954,0.696183238012797
"Proteus",0.249856066768489,0.682445399069867,0.342792490478871,0.696746943913226
"Enterococcus",0.292786513822651,0.711424278073295,0.341997128053337,0.698330589937999
"Endoriftia",0.289427510030995,0.699045593982821,0.379558550205547,0.69959400148894
"Methylobacillus",0.356604277658551,0.734542471666563,0.357304630779957,0.699851009017255
"Halorhabdus",0.392533095962613,0.748753222687566,0.371540920266922,0.700287809197294
"Abiotrophia",0.507494857232731,0.810172119957629,0.345300964403635,0.700352687972582
"Corynebacterium",0.741396685954937,0.900991276821521,0.346106424661715,0.700446416304626
"unclassified (derived from other sequences)",0.511356115468113,0.810687144002408,0.348121211368135,0.7005477498336
"Kytococcus",0.67329640170847,0.872415628467501,0.356886222264285,0.701469837248099
"Stackebrandtia",0.371545383144672,0.739664476606503,0.378268564901533,0.703007708516639
"unclassified (derived from Bacteroidetes)",0.154586451160134,0.637286015375605,0.350933951309128,0.703434237633602
"Chlorobaculum",0.287432215563911,0.697031154109726,0.361961935922069,0.703846349640497
"Caldicellulosiruptor",0.166925956476881,0.640265105210657,0.352263056893416,0.704426352957802
"Nostoc",0.311702120742638,0.715150556291256,0.360857219696759,0.704454673784299
"Candidatus Korarchaeum",0.406039969605264,0.758783289636025,0.373264814753052,0.70526499964674
"Catenulispora",0.447930735691671,0.774140344595862,0.386117749446309,0.706263046506431
"Thiomonas",0.422915179337951,0.765775376953666,0.371835459432549,0.706907711808646
"Finegoldia",0.472706710770869,0.793773371845452,0.357907768230124,0.707197413296195
"Ktedonobacter",0.160856683712334,0.625493443616109,0.367985792348613,0.707579905284432
"Bermanella",0.384154492335901,0.748152237013582,0.37196410624261,0.70812689652208
"Rhodopirellula",0.41245754892371,0.765642377137543,0.365430630279856,0.708548377075365
"Thermosipho",0.387783165412733,0.749144866154649,0.376558030960236,0.709242215358604
"Gallionella",0.375350230623391,0.742434242400354,0.380249672485685,0.709788829866004
"Robiginitalea",0.200380485253485,0.661839511772087,0.363518237921256,0.709852188688539
"Vibrio",0.194180462965365,0.658088545273061,0.362303276103932,0.710500164437352
"Dokdonia",0.348616508390628,0.736987151920172,0.366016363317945,0.710528484567637
"Roseburia",0.326775928856656,0.729065066363646,0.366610217592859,0.711111896886172
"Cytophaga",0.251402035058723,0.689248313677947,0.365680813190286,0.711814943585079
"Halorhodospira",0.318553688327534,0.71410796903482,0.389852731491316,0.712898448900959
"Thermofilum",0.331035204559611,0.716731388884401,0.398045890520215,0.713553619767389
"Picrophilus",0.414345289835427,0.764852154873074,0.382220291978904,0.714127712360512
"Aminobacterium",0.378287298466952,0.750465831749503,0.376147212118212,0.714391018810208
"Salmonella",0.407557059336731,0.764772787141051,0.372112378207962,0.715166362608559
"Nakamurella",0.52911888054767,0.813576460656989,0.386934867440717,0.715690791837684
"Scardovia",0.402539901564582,0.766794327237199,0.37423713709686,0.716100471061804
"Thiobacillus",0.388219973886211,0.750272983577352,0.393163032834961,0.716698893400273
"Xanthomonas",0.371278789210718,0.74404652826154,0.380288879883738,0.716892136914193
"Oceanicola",0.462651753795461,0.774616368667023,0.42430049331012,0.717727260346262
"Methanothermus",0.192316240178245,0.64651663436924,0.403602519088131,0.718400232981321
"Azotobacter",0.384704931017808,0.747043127068451,0.398663919202512,0.718751668515235
"Dermacoccus",0.469900018161965,0.785898246292074,0.403851267492151,0.720419526946791
"Magnetococcus",0.484744467588703,0.792668072343515,0.405818195092906,0.720918736780365
"Herpetosiphon",0.284471670016485,0.700721048428977,0.39417327403881,0.721144269763772
"Hydrogenivirga",0.349523615985113,0.731778006210849,0.400824030201331,0.721342737384445
"Candidatus Liberibacter",0.362245794274932,0.733003657874524,0.41886309952805,0.7215776160202
"Salinispora",0.473771742956815,0.789187309805841,0.401758309184353,0.722087892210055
"Methanosarcina",0.366373257312647,0.738618540149569,0.40114771398081,0.722322195683671
"Cyanidioschyzon",0.338754779677817,0.7178419558503,0.423506497641112,0.72243614979873
"Oceanithermus",0.424136868847606,0.760732188385587,0.40614561480486,0.722662810451972
"Variovorax",0.251137472513055,0.685275256598529,0.390486154610203,0.723414503007794
"Natronomonas",0.40833840287561,0.75753869640516,0.407263296702036,0.724431272329182
"Blastopirellula",0.444518827746481,0.774322284751837,0.406759120333227,0.727481964531955
"Gemmata",0.350259409025342,0.735296811551207,0.402242377525158,0.727864871085623
"Candidatus Sulcia",0.49254769769896,0.79453274843361,0.419329812049678,0.728458690776466
"Leeuwenhoekiella",0.530812930165592,0.820591808223743,0.396668407279957,0.728539375931798
"Ferroplasma",0.448029801127869,0.775548054951499,0.425617611433518,0.729191201380915
"Neosartorya",0.467928102515382,0.787146241057717,0.411798255286281,0.729649334327915
"Thermoplasma",0.393123010607274,0.757056984334972,0.409053439087004,0.73020985752747
"Ferrimonas",0.388236994557616,0.753151708915649,0.403379615485562,0.730425606740595
"Syntrophus",0.498689297556702,0.799324257079452,0.412953005365162,0.730871586800993
"Yarrowia",0.468051586324949,0.783758879157602,0.429353616249773,0.730933452832791
"Fusobacterium",0.426565564953417,0.773938451172419,0.404265707498501,0.73118262850001
"Leptospira",0.449439062852834,0.781622049870449,0.410600821739834,0.731387651531051
"Holdemania",0.450949011123519,0.787247933605962,0.404712390101265,0.732112300903176
"Janibacter",0.508074642384921,0.803866044652006,0.425075955853234,0.732722859251948
"P1-like viruses",0.532662291407634,0.810608349473224,0.437518215302712,0.732946875002403
"Rhodomicrobium",0.447211808934812,0.77290765524914,0.430520456185743,0.733007668200761
"Candida",0.51205833524549,0.802409956858823,0.432904270087538,0.733061777501961
"Sebaldella",0.485609766045691,0.799288990584836,0.409450329311678,0.733089445128567
"Chlorella",0.548129512252013,0.816519214193761,0.437344978943256,0.733964959557321
"unclassified (derived from Methylophilales)",0.469733060060739,0.78235587195417,0.44350044953042,0.735879878531876
"unclassified (derived from Flavobacteriaceae)",0.524748358923581,0.81456829104284,0.416209283959605,0.736971617442262
"Gluconacetobacter",0.397233008587062,0.749281696530463,0.444459912146981,0.737226890495871
"Ustilago",0.463187001988061,0.781865615593296,0.43480034065929,0.737326987883013
"Candidatus Hamiltonella",0.441091569871016,0.773775625347017,0.439943642576686,0.737605479848433
"Tuber",0.515181006237783,0.8028939190414,0.446125441885575,0.738123562989642
"Parvibaculum",0.383865796421888,0.746060638638592,0.435625396297333,0.739425839170375
"Nanoarchaeum",0.545500635459632,0.816507620147999,0.44171985287703,0.739679360633575
"Reclinomonas",0.486630737730689,0.790273431808507,0.445402462671732,0.740835216938265
"Halanaerobium",0.408278247747441,0.758398632869367,0.428473060963032,0.741240659227281
"Gemmatimonas",0.510724015560325,0.805401851222381,0.435939569070136,0.741413063486054
"Zymomonas",0.448239632640512,0.77821354729328,0.433111992381771,0.741593676441552
"Methanocaldococcus",0.163055562705593,0.628926894050042,0.435225852729057,0.742788030099243
"Metallosphaera",0.536590244080643,0.813313837058212,0.459055356989755,0.743776377242163
"Methanohalophilus",0.408242077031826,0.757672025396452,0.439420579600394,0.744255998742273
"Gibberella",0.55611701957421,0.821315002496079,0.453878710423156,0.74476889932023
"Dechloromonas",0.458952863910258,0.786914413514688,0.430729287127635,0.744983980172687
"Hoeflea",0.489933022100149,0.793647919800127,0.455257942922202,0.746312462301238
"Eremococcus",0.434506593681655,0.773930599982779,0.442354289233026,0.747013580357884
"Cronobacter",0.530688930569248,0.815295313696599,0.443158559451277,0.747424836268329
"Gracilaria",0.503140629431955,0.79617080236826,0.461030551303382,0.747624401845505
"Gemella",0.441628896986591,0.77492879342743,0.446898528279859,0.748166507598104
"Elusimicrobium",0.419596708842189,0.768950144904603,0.438842434188786,0.748421449247574
"Starkeya",0.471359014117099,0.782840728986629,0.467365974150841,0.749110377513946
"Sideroxydans",0.457582204054758,0.784541864417089,0.44589881622109,0.74926847397891
"Methylibium",0.182937803222936,0.645320446434835,0.441051902645676,0.74930299032893
"Methanosphaera",0.334335813543043,0.722387604032458,0.45448932688196,0.749625395198755
"Verminephrobacter",0.519651315072142,0.810872122590294,0.448943230826296,0.750322778371168
"Nitrosomonas",0.467840745360528,0.783313733162342,0.457568551985992,0.751377317328551
"Bdellovibrio",0.48098598936394,0.788050663212656,0.463206203418993,0.752711020364089
"Neurospora",0.3787503696887,0.743770420659002,0.466890500478664,0.752993727303497
"Citrobacter",0.590420743843975,0.839288006770365,0.450495907046841,0.753062927100715
"Anaplasma",0.48741425989522,0.792406586234975,0.465129252687434,0.754158707934379
"Dorea",0.396712185798415,0.764436128301724,0.443719735952002,0.754325087797401
"Thermus",0.474174015227404,0.788384232041544,0.464408229184544,0.754706884910314
"Methylococcus",0.52482413695017,0.812773124406862,0.464185867806391,0.755672826899481
"Tolumonas",0.397348396035634,0.760055513893998,0.449211546308889,0.755757813762211
"Roseomonas",0.426079201416288,0.765405010022027,0.470039352927248,0.756400525200037
"Acetivibrio",0.311365257239088,0.720241435143669,0.452910387680797,0.756642743128727
"Basfia",0.398247107930984,0.761290084031439,0.458170976856824,0.758614378985084
"Pelagibaca",0.484258594708879,0.786948608521907,0.494703652120282,0.759802244755425
"Rubrobacter",0.494355504899276,0.800020330571434,0.462992886229025,0.760100089532981
"Rhizobium",0.52879946550282,0.816255785028101,0.469099093952111,0.76019114359095
"Toxoplasma",0.488401591447768,0.7978132328505,0.46777533023054,0.760274285420654
"Chthoniobacter",0.544174670458129,0.82163544130251,0.463457852054562,0.760887875211238
"Acidilobus",0.634071532027671,0.854622861765926,0.475712844380324,0.760894887412029
"Blautia",0.736264952528654,0.898855595301828,0.459228614135031,0.76110355361715
"unclassified (derived from Rickettsiales)",0.567333419059272,0.824812100030023,0.489006724145047,0.761416035901797
"Thermobaculum",0.538198141742049,0.815709433497348,0.481166222315048,0.76215573705461
"Paenibacillus",0.316082068802228,0.72172100814898,0.464405449075206,0.762557430655268
"Haloquadratum",0.505494892364362,0.799744769540664,0.486457575423901,0.763074845146057
"Delftia",0.654327869765901,0.866880981809214,0.471422367588729,0.763764876540508
"Citreicella",0.516817468074047,0.803437553902302,0.493913258717502,0.76448580617012
"Staphylothermus",0.476826557273009,0.786525060440298,0.492402724476806,0.764908809513566
"Sclerotinia",0.572835324238858,0.827402436345163,0.492781043391683,0.76498194086024
"Nitrococcus",0.55924341637417,0.82583413176314,0.484433548929807,0.766040680027471
"Shewanella",0.568911511842143,0.835340261635784,0.471523211815407,0.766735374867475
"Aerococcus",0.0302405375871134,0.533180927274338,0.469357565462401,0.766818421699527
"Coprococcus",0.603948419990486,0.850041621438807,0.469759122625705,0.766939959473637
"Candidatus Blochmannia",0.416073687301409,0.76170217372193,0.495833296278602,0.766990760286577
"Brachybacterium",0.766620984290368,0.909483975365197,0.478767718322601,0.768056533227571
"Slackia",0.204300615970135,0.665258829162879,0.475428345677689,0.76927004409162
"Coxiella",0.492743928528812,0.796993780315441,0.491867187656061,0.769388596060254
"unclassified (derived from Campylobacterales)",0.584856423446192,0.834702362262432,0.494346804590023,0.769554097453781
"Photobacterium",0.406561098749404,0.763183168185732,0.479300705430909,0.770085005222492
"Azospirillum",0.63474615792173,0.857328450501779,0.498478217592319,0.770257357101407
"Halogeometricum",0.531180410819756,0.811624453527669,0.506482780890408,0.770493657664363
"Debaryomyces",0.548804056907709,0.818682750118754,0.503930878508323,0.77188619784367
"Intrasporangium",0.329336138881456,0.719937537017229,0.50032640022558,0.772171121651522
"Ferroglobus",0.588006259691288,0.838505074332787,0.494867297134412,0.773032231666293
"Desulfococcus",0.413475890489398,0.762637931498516,0.493619948433139,0.773263328501623
"Coprobacillus",0.857181350491516,0.943236512283842,0.488550724559985,0.774634901414006
"unclassified (derived from Alphaproteobacteria)",0.520743693058534,0.810287639020568,0.497861967254385,0.775021567152656
"Renibacterium",0.527312687355644,0.813413164807544,0.500386661868679,0.775434742309264
"Uncinocarpus",0.547063758536795,0.816631546993168,0.516829399243513,0.775825031095266
"Xanthobacter",0.45977934840926,0.782106477929555,0.501580885545553,0.776078676975627
"Erwinia",0.427819456852179,0.768552473844901,0.505749588369171,0.777006755152756
"Cupriavidus",0.499662037295828,0.804110051135418,0.498650660410012,0.777537954584201
"Paracoccidioides",0.5442714717336,0.815421708553748,0.52008383578965,0.778576764448509
"Thermoproteus",0.54845291358858,0.815907543509016,0.526562920559123,0.779050083424089
"Chaetomium",0.529981133147108,0.814222304605183,0.512175855336423,0.779896536115216
"Sodalis",0.431983250717933,0.771961216521542,0.506291999222694,0.78011189020673
"Mariprofundus",0.575968392781044,0.832590884689087,0.51321132671532,0.780259808248221
"Actinosynnema",0.510891493064384,0.802003695756649,0.521691657334446,0.780892474816608
"Desulfotalea",0.564557277304957,0.827300861767251,0.520478982895288,0.780918079727955
"Rhodopseudomonas",0.576649061235677,0.834774832297125,0.512697715761962,0.782349856999166
"Cellulosilyticum",0.657314155239886,0.870095324000358,0.504825357560682,0.783074078127639
"Waddlia",0.521114667241117,0.807680562919494,0.528827887064126,0.783199661931257
"Oscillochloris",0.612991887193144,0.847118741918819,0.51900456240143,0.783227331531195
"unclassified (derived from Viruses)",0.431447438219929,0.775409251601487,0.507939368385256,0.784143105496899
"unclassified (derived from Gammaproteobacteria)",0.49817997380762,0.803445850424255,0.511914674496171,0.784377362889652
"Hyphomicrobium",0.586313892594375,0.835483589205243,0.524923292202566,0.784905162046798
"Ignicoccus",0.64305319536696,0.860318268975145,0.524179293553372,0.785135605714828
"Methanopyrus",0.559060622984601,0.823600514584302,0.531527607003804,0.785728337301724
"Maritimibacter",0.540536736061552,0.814912206697697,0.530374661034932,0.785813659648731
"Streptobacillus",0.604579154688679,0.847413014275793,0.515023385080222,0.785900937182266
"Lentisphaera",0.547735602998821,0.823161391766833,0.516567520115816,0.786036214383645
"Pseudovibrio",0.601917701214239,0.839651594463474,0.536232350031022,0.786114148754161
"Turicibacter",0.595791183255743,0.84607892001357,0.512309541658203,0.786594127977991
"Buchnera",0.475074923523912,0.793819030215576,0.519107474348742,0.78680823272933
"Methanocorpusculum",0.574860402808137,0.834581934684624,0.518387876339002,0.787124843905777
"Brachyspira",0.571894724189405,0.836897863592541,0.515723079973688,0.788491420830596
"Hydrogenobaculum",0.534311681322186,0.817409457728044,0.528486598194821,0.788513714443792
"Methylobacter",0.462440623189208,0.782408698686992,0.5340152204385,0.788761819421279
"Xenorhabdus",0.415780443283182,0.76171508327791,0.526789142459535,0.788998287896426
"Psychroflexus",0.451281151184986,0.783135022003357,0.52207352252444,0.789056537642439
"Jonquetella",0.615554282240365,0.850110074437951,0.526169195166684,0.789368361467404
"Neptuniibacter",0.466880075266013,0.785670031766446,0.534244220678108,0.789655418414571
"P2-like viruses",0.684958739260721,0.87605300930255,0.532377568413723,0.78974223730539
"Hyperthermus",0.54896895093539,0.818895789555516,0.54375266184278,0.790178162119096
"Desulfomicrobium",0.603418578834895,0.84427748617003,0.531866227909112,0.790568309244071
"Methylotenera",0.509460032025086,0.803133777543239,0.540631513822248,0.791660131485313
"unclassified (derived from Candidatus Poribacteria)",0.585375128104717,0.833618105633712,0.548667336797746,0.792543750886883
"Aspergillus",0.606684616428093,0.843286416104984,0.545580986016514,0.792912346304676
"Roseovarius",0.483593319321047,0.790251633065039,0.549052784569001,0.793356217987215
"Thermosediminibacter",0.64736451265555,0.864664428554209,0.525628605993293,0.793398561202758
"Haliangium",0.700054836300443,0.882890492157483,0.534078571934212,0.794954892284896
"Aliivibrio",0.565962625620539,0.831680897662021,0.532597854330592,0.795362744396601
"Leifsonia",0.582773030968844,0.838929991164754,0.53485565154798,0.795375225999983
"Acholeplasma",0.642244727851363,0.863559255563497,0.53120949247871,0.795633374599997
"Anabaena",0.548874228956519,0.818958054474729,0.552830968868017,0.796407930787126
"Emiliania",0.594121247011515,0.838018785072703,0.562310747217136,0.800226957908085
"Thermosphaera",0.571315416376694,0.829605586749581,0.557949485776627,0.801215432794579
"Desulfurivibrio",0.452652708905414,0.778035719014878,0.56132944302258,0.80326990276817
"Eremothecium",0.60818147466665,0.844041151342733,0.56339986798486,0.803521893006221
"Polaribacter",0.438338928923889,0.780816248287536,0.547541678846936,0.804136393924734
"Eikenella",0.65268328278365,0.862729448611273,0.564446575203294,0.804785778825719
"Novosphingobium",0.55483441051279,0.827894342999388,0.55608918029329,0.804871217025193
"Terriglobus",0.56536118387754,0.829433831404681,0.563534985202746,0.805618538827797
"Penicillium",0.680110104412879,0.873494508165255,0.569710986443506,0.806013726742484
"Cellvibrio",0.645577104763694,0.864027198027069,0.557454577129012,0.806670793759999
"Vulcanisaeta",0.571162409871811,0.826177829881176,0.573415614800761,0.806944105754115
"Nocardiopsis",0.63314795870393,0.855021560488847,0.572430751555447,0.806988477725932
"Sulfitobacter",0.56596762006388,0.827969540224832,0.57238246040547,0.807150408509636
"Anaerobaculum",0.685552548868039,0.878284894263236,0.563498993009472,0.807218758874186
"Nitrosospira",0.597477699541239,0.843984138939533,0.563004397517811,0.808442171124267
"Escherichia",0.544676382899675,0.828034169311286,0.552905010329909,0.808973147549542
"Pediococcus",0.579929387739074,0.841723469539077,0.555390423320964,0.809667016183371
"Haloarcula",0.563252337858122,0.825278329970904,0.576797465543587,0.809689855942033
"Pseudoalteromonas",0.564308045141764,0.831478825559056,0.559828702535003,0.810104249906006
"unclassified (derived from Actinobacteria (class))",0.629488259225536,0.856682969325534,0.570450165244545,0.810300249252763
"Beggiatoa",0.598837746431066,0.841389601496034,0.575794167882144,0.810511946720739
"Desulfurococcus",0.611106555549592,0.844794547540087,0.584380566710926,0.811469581240673
"Treponema",0.512512860936454,0.814119739338985,0.561399260600957,0.812146447516782
"Thermococcus",0.642747710818259,0.861811029621133,0.57483760803912,0.812780504505941
"Marinobacter",0.522070507040607,0.812340088600773,0.575268863825415,0.813155989255892
"Ehrlichia",0.571185061674064,0.827430313027786,0.586331493985681,0.813963111011674
"Nitrosopumilus",0.623978074877339,0.849513906756811,0.590163729564633,0.814114639249192
"Yersinia",0.451209024247921,0.784815936678795,0.570923028047944,0.814159783216524
"Meyerozyma",0.625673674367868,0.851836859012256,0.588682301735405,0.815565383267682
"Parvularcula",0.605637332969679,0.844760723627886,0.59179382447247,0.816721511072198
"Erythrobacter",0.617302528881953,0.849595231159556,0.589072423349826,0.817372441414625
"Hirschia",0.591979497984418,0.839085622232695,0.58816642635568,0.817438063460044
"Talaromyces",0.638961014607491,0.857426057174666,0.592256607558005,0.817627929402568
"Thermomicrobium",0.671989918310688,0.870966284760066,0.591539627140517,0.818609380310149
"Methylocella",0.577035093007312,0.833103505090753,0.591083946945733,0.81975276003462
"Croceibacter",0.315058257067775,0.722071874192633,0.580427452563181,0.81987863616982
"Edwardsiella",0.447036958989405,0.780127506048906,0.585915857820446,0.819981983109075
"Bradyrhizobium",0.733484496432278,0.896109825499443,0.588972710222426,0.820069020671265
"Methanocella",0.592566863584922,0.840505553825565,0.597294424359653,0.821644100558769
"Marivirga",0.356022755788716,0.739775724645723,0.586997272740953,0.821864428816351
"Tetragenococcus",0.590799847318708,0.842741722979533,0.590848410961954,0.821941629408988
"Odontella",0.590087642423683,0.836908061245043,0.6031221810781,0.822106804760548
"Leptosira",0.672741234761941,0.870728573235358,0.6058918222219,0.82318495487794
"Gammaretrovirus",0.564879609836926,0.825536568745801,0.607770699953635,0.824036920830569
"Simonsiella",0.69677435698995,0.883402479329761,0.596055302964961,0.824479020686203
"Ostreococcus",0.65378743498155,0.863108582586946,0.610767810683584,0.825335914467165
"unclassified (derived from Thermotogales)",0.696879342587796,0.881644339311153,0.60826743340476,0.825750789896304
"Haloferax",0.665076923542431,0.867366042755282,0.612615271026281,0.825852883481442
"Postia",0.654186877702015,0.862962721603561,0.612595266248516,0.826321002982331
"Nectria",0.659122964845109,0.865466251810011,0.616395830002167,0.826843342922598
"Sinorhizobium",0.762446652082489,0.907721603790381,0.6059027637573,0.826910688685053
"unclassified (derived from Verrucomicrobia subdivision 3)",0.773764913412791,0.912220225295921,0.600011365443905,0.827130543281293
"Beijerinckia",0.661339306972873,0.865837173618941,0.615576438760564,0.827156399383815
"Chromohalobacter",0.566203647759006,0.830295447909889,0.607071308805287,0.827974277452896
"Saccoglossus",0.65075785617443,0.86208296023768,0.618180296500362,0.828515674784635
"Cryptobacterium",0.492867636900365,0.80544267744022,0.599150675567303,0.829035984604469
"Faecalibacterium",0.263670060123949,0.697345290951959,0.59601879727985,0.829079341859996
"Fulvimarina",0.59518275236353,0.839119934568491,0.620181518273117,0.829592222800087
"Legionella",0.479787747176461,0.793391975093567,0.60859888669299,0.829999917994502
"Thalassobium",0.628961851415346,0.852613217150586,0.620454181993568,0.830110585456448
"Candidatus Protochlamydia",0.645350812498759,0.859810341070618,0.621189756789712,0.831277696524008
"Pyrenophora",0.607342206591261,0.843066166422332,0.625634821888258,0.831646934824398
"Roseibium",0.621846388366916,0.8510681473061,0.623424641559691,0.832238917829765
"Natrialba",0.684257762296911,0.875958362882404,0.621124825913675,0.832374917336305
"Hahella",0.56623927531891,0.830109741751162,0.616377534459346,0.832668537264152
"Alkalilimnicola",0.593669616489966,0.840940961686793,0.61807169722413,0.833348889003727
"Dehalogenimonas",0.676830324334491,0.875103281972112,0.619836552588886,0.833988938650895
"Allochromatium",0.627453783764482,0.853414243801246,0.624882720536395,0.834182514238886
"Thermanaerovibrio",0.498366027725583,0.801417947499113,0.619640475778272,0.834307587365723
"Brucella",0.644826770454729,0.861134136091858,0.623463515855079,0.834523158371265
"Gluconobacter",0.651510079977055,0.863794102367252,0.62330328566928,0.834646634855292
"Pseudomonas",0.542970570432103,0.823902843440883,0.616260756035476,0.835060345900091
"Candidatus Cloacamonas",0.604989301684985,0.845084573073934,0.623010885361499,0.835060861773245
"Alcanivorax",0.574489148033722,0.835058662156005,0.621355748144049,0.836012235440013
"Aeropyrum",0.665013151849855,0.867757762948758,0.633897324114746,0.836895019580982
"Orientia",0.728559407970189,0.894145034661081,0.631390516383459,0.837191716471655
"Raphidiopsis",0.646009721593787,0.859281768139949,0.636819765239954,0.837701692991863
"Shigella",0.627911442965214,0.858406387580966,0.618678178879206,0.838392106890652
"Neorickettsia",0.660351711737371,0.866872840709858,0.63600974643993,0.838452749637955
"Sphingomonas",0.562333167433205,0.826701575573073,0.631820213991176,0.838914681072867
"Calditerrivibrio",0.487966550752469,0.793451326756596,0.634554033151622,0.839181365073079
"Congregibacter",0.721736669362818,0.890213044162376,0.640532793979401,0.83932280566096
"Arthrospira",0.676908881394726,0.873517752165438,0.636015576833787,0.839762414959101
"Halorubrum",0.650995061699408,0.862314495345119,0.641114922339072,0.840584740763087
"Parascardovia",0.584649458786264,0.843954846731024,0.628414731103941,0.843148383859294
"Anaerotruncus",0.781281724952554,0.91548754045934,0.63208719246339,0.844428948117065
"unclassified (derived from Flavobacteria)",0.22599382157722,0.675050691079077,0.635495329572945,0.845255634671266
"Phaeodactylum",0.70673083975724,0.886047416898599,0.649055882859285,0.846644168679521
"Burkholderia",0.553335259370733,0.82727327768157,0.645953908915691,0.846838562749103
"Psychromonas",0.378037193660391,0.75007945101164,0.642436864938218,0.847673618894749
"Methanothermococcus",0.701791422300321,0.882485045328531,0.657818933726153,0.848533140473347
"Gramella",0.637101063474848,0.861150912532361,0.64395396818836,0.849240728153104
"Candidatus Riesia",0.700758754867127,0.881645786437683,0.661447131346666,0.849670379004913
"Chromobacterium",0.694515337355275,0.879566364280474,0.66219224077599,0.850458340243588
"Ethanoligenens",0.532962862768834,0.822357857642662,0.647442565967862,0.851269861279493
"Truepera",0.636229530641236,0.855791523360982,0.664677624405136,0.852619734140617
"Methanospirillum",0.653478595109525,0.863170943649504,0.667532375365179,0.853064728639706
"Trichodesmium",0.585759032018606,0.835724557579622,0.664566736501598,0.853588643055678
"Catenibacterium",0.774412979673136,0.913189690971295,0.651962312050938,0.853742559747465
"Chlamydomonas",0.676027284504575,0.874298679380891,0.664931581027635,0.853932695848548
"Desulfonatronospira",0.738693815935507,0.898014446826239,0.668487549504658,0.85496262143028
"Phenylobacterium",0.641205994741823,0.857936508777608,0.669456910509008,0.855322436096093
"Thioalkalivibrio",0.578759043696656,0.835844084830522,0.667031201654813,0.855529372605653
"Candidatus Phytoplasma",0.728302914117127,0.894082097140089,0.665000614058404,0.855538737347071
"Pyrococcus",0.670666276504437,0.87210295055969,0.667574807464382,0.855921641427212
"Dickeya",0.749309255239129,0.90308105898904,0.667344008867994,0.856422352181204
"Oceanibulbus",0.701747734582921,0.8819597006835,0.677334857162695,0.857062915032929
"Verrucomicrobium",0.806254399640627,0.924562569119996,0.668532964988982,0.85745473729402
"Acidimicrobium",0.641876414983444,0.859098893601833,0.673145058940187,0.857764980443861
"Epulopiscium",0.500494236665813,0.805993302213785,0.670950609267851,0.858754277788852
"Prochlorococcus",0.494847063311872,0.802976849949037,0.667544311082798,0.858789711316694
"Parachlamydia",0.716350411747545,0.887967890830719,0.680119518352072,0.858909682955403
"Ahrensia",0.631538170462797,0.854913361663328,0.680573921195815,0.859477752332504
"Mesoplasma",0.677934539857938,0.874790404002983,0.68148694346766,0.861394695693362
"Nocardioides",0.718953451299457,0.891621121592477,0.677285916297427,0.86196096218586
"Methanohalobium",0.747391530544504,0.900613443015281,0.685695950024293,0.863332977476201
"Ketogulonicigenium",0.562057371444685,0.824318119226337,0.692108964334158,0.864285422651681
"Ruegeria",0.710959936325967,0.887275581154829,0.690251563605627,0.864495481416021
"Acidothermus",0.672567322805324,0.873355113171677,0.68722343336815,0.86493684502904
"Agrobacterium",0.725226034965249,0.893378376522899,0.691299036451545,0.865925616620542
"Sagittula",0.678158122293967,0.871527833217707,0.698090441987264,0.866361076805966
"Ureaplasma",0.726739322471399,0.893469765051913,0.691470065074105,0.866637158922905
"Syntrophobacter",0.717710145118379,0.891344898474692,0.688833616007749,0.867531885473533
"Caminibacter",0.657301043235735,0.864210945258785,0.700470720112484,0.868308627722069
"Chlamydophila",0.604900953677303,0.846339567047441,0.694020637095926,0.868701792020969
"Anaerostipes",0.477648623787857,0.79843960592885,0.690320657348573,0.869394070307804
"Anaerofustis",0.470976269622199,0.793530027979457,0.694828349005307,0.871720902140548
"Mycoplasma",0.661497944081381,0.870999206823993,0.698584031241191,0.873168449642165
"Blattabacterium",0.80786587810614,0.925089149935081,0.70581876012681,0.87331644381159
"Prevotella",0.922421069036087,0.967192448264001,0.697508073056092,0.873420318365075
"Brevundimonas",0.671630535439654,0.871734873045852,0.708871482828234,0.873502123095282
"Haloterrigena",0.70853449744948,0.885335450987037,0.711096768038768,0.873983750548547
"Methylobacterium",0.654730441909343,0.865777528105539,0.70810798670304,0.874010580828249
"Enterocytozoon",0.735611683774352,0.898221166413732,0.706520722547935,0.874632727379998
"Methylovorus",0.674337596701438,0.870955428951205,0.711353816217879,0.874672600910782
"unclassified (derived from Deltaproteobacteria)",0.593016867861744,0.839461346120214,0.710751175285949,0.874931585995324
"Kangiella",0.721912499727266,0.891771102295083,0.715753047713415,0.877242603833068
"Candidatus Pelagibacter",0.733421674753824,0.895797269868739,0.717102066235882,0.877304670875121
"Chloroherpeton",0.482758606975481,0.799417557931626,0.709476865653338,0.877304758360117
"Caldivirga",0.664049134428082,0.868636076477076,0.720878626398216,0.878312053168373
"Methylacidiphilum",0.723141622285025,0.891886133247978,0.720929399891485,0.878785122103328
"unclassified (derived from Vibrionales)",0.731770575493442,0.896135561131941,0.718937425328291,0.878903594154336
"Amycolatopsis",0.741701427826674,0.899036426342535,0.721732504161077,0.879368385446894
